id,name,station_name,small_area,middle_area,lat,lng,budget.average,capacity,open,parking,child,mobile_access,wifi,card,non_smoking,url,walk_minutes,budget_numeric,wifi_flag,card_flag,non_smoking_score,parking_flag,child_flag,closed_days,closed_days_count,lunch_flag,midnight_flag,business_style,style_weekday_off,style_weekend_off,area_store_count,cluster
J001145291,カフェ シプレ,玉造,玉造,上本町・鶴橋,34.674332543,135.5307879334,500 ～ 600円,38.0,月～日、祝日、祝前日: 07:30～20:00,なし ：駐車場はございません。,お子様連れ歓迎 ：お子様連れ大歓迎！ご家族でママ友とお越しくださいませ。,【大阪環状線】玉造駅から徒歩3分,なし,利用不可,一部禁煙,https://www.hotpepper.jp/strJ001145291/?vos=nhppalsa000016,3.0,550.0,0,0,1,0,1,なし,0,1,0,no_off,0,0,59,1
J001225302,#cafe Tiffany カフェ ティファニー,鶴橋,鶴橋,上本町・鶴橋,34.6657224815,135.5338973985,1000円,30.0,月～日、祝日、祝前日: 10:00～19:00 （料理L.O. 19:00 ドリンクL.O. 19:00）,なし ：お近くのコインパーキングをご利用ください。,お子様連れ歓迎,JR環状線｢鶴橋｣より徒歩5分/ﾊﾟﾁﾝｺ123の目の前,あり,利用不可,一部禁煙,https://www.hotpepper.jp/strJ001225302/?vos=nhppalsa000016,5.0,1000.0,1,0,1,0,1,なし,0,0,0,no_off,0,0,59,1
J004536652,Cafe de Sejin カフェ ド セジン,鶴橋,鶴橋,上本町・鶴橋,34.6666376265,135.5326538652,,33.0,月～日、祝日、祝前日: 07:00～17:00 （料理L.O. 16:00 ドリンクL.O. 16:00）,なし,お子様連れOK,近鉄鶴橋駅東出口より徒歩約3分,なし,利用不可,禁煙席なし,https://www.hotpepper.jp/strJ004536652/?vos=nhppalsa000016,3.0,,0,0,0,0,1,なし,0,0,0,no_off,0,0,59,1
J001278419,Cafe de Pojagi,桃谷,生野区,上本町・鶴橋,34.6604558849,135.5350966393,,40.0,月～日、祝日、祝前日: 11:30～17:30,なし,お子様連れOK,JR大阪環状線桃谷駅北口より徒歩約14分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ001278419/?vos=nhppalsa000016,14.0,,1,1,2,0,1,なし,0,0,0,no_off,0,0,59,0
J000458886,cafe RENGA,松屋町,谷町・谷町六丁目,上本町・鶴橋,34.6742107382,135.5122851139,,32.0,月～日、祝日、祝前日: 07:00～21:00,なし,お子様連れOK,大阪ﾒﾄﾛ長堀鶴見緑地線松屋町駅3出口徒歩約3分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ000458886/?vos=nhppalsa000016,3.0,,0,0,2,0,1,なし,0,0,0,no_off,0,0,59,1
J004509155,La Boheme ラ ボエーム,桃谷,桃谷,上本町・鶴橋,34.6546480157,135.5266959058,,16.0,月: 13:30～17:00火: 19:00～23:30水～日、祝日、祝前日: 13:00～17:0019:00～23:30,なし,お子様連れ不可,桃谷駅から419m,未確認,利用可,禁煙席なし,https://www.hotpepper.jp/strJ004509155/?vos=nhppalsa000016,5.0,,0,1,0,0,0,なし,0,0,1,no_off,0,0,59,2
J003832002,cafe&BAR  entente,南巽,生野区,上本町・鶴橋,34.6476689706,135.5456717038,ランチ1001～1500円/ディナー3001～4000円,14.0,火、水、金～日、祝日、祝前日: 20:00～翌0:00,なし,お子様連れ歓迎,地下鉄千日前線の南巽駅から徒歩13分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003832002/?vos=nhppalsa000016,13.0,1250.5,1,1,2,0,1,月、木,2,0,1,weekday_off,1,0,59,0
J000458799,Cafe&Lunch サバス,谷町六丁目,谷町・谷町六丁目,上本町・鶴橋,34.672281428,135.5205955626,平均1000円前後,38.0,月～金、祝前日: 06:40～18:00 （料理L.O. 17:30 ドリンクL.O. 17:30）土: 06:40～15:00 （料理L.O. 14:30 ドリンクL.O. 14:30）,なし ：近隣に有料駐車場あり,お子様連れ歓迎,大阪ﾒﾄﾛ谷町六丁目駅3出口より徒歩約9分,なし,利用不可,一部禁煙,https://www.hotpepper.jp/strJ000458799/?vos=nhppalsa000016,9.0,1000.0,0,0,1,1,1,なし,0,1,0,no_off,0,1,59,1
J001275022,CAFE SAIGON,今里,生野区,上本町・鶴橋,34.6638073422,135.5424594917,,10.0,月～日、祝日、祝前日: 10:00～20:00 （料理L.O. 20:00 ドリンクL.O. 20:00）,なし,お子様連れ不可,大阪ﾒﾄﾛ今里筋線今里駅より徒歩約10分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001275022/?vos=nhppalsa000016,10.0,,0,0,2,0,0,なし,0,1,0,no_off,0,0,59,2
J001292374,CafeSeeds カフェシーズ,鶴橋,鶴橋,上本町・鶴橋,34.6622294424,135.5294940141,1000円～1500円,46.0,月～土: 09:00～17:00 （料理L.O. 16:30 ドリンクL.O. 16:30）,なし ：近隣のコインパーキングをご利用下さいませ。,お子様連れ歓迎,鶴橋駅･桃谷駅から環状線沿いに徒歩5分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ001292374/?vos=nhppalsa000016,5.0,1250.0,1,1,2,0,1,日,1,1,0,weekend_off,0,1,59,0
J001225358,cafe shade tree カフェ シェード ツリー,玉造,玉造,上本町・鶴橋,34.6746578892,135.5353253027,1000円,30.0,火～土、祝日、祝前日: 09:30～15:30 （料理L.O. 15:00 ドリンクL.O. 15:00）,なし ：近隣の駐車場をご利用ください,お子様連れ歓迎,JR大阪環状線玉造(JR)駅出口より徒歩約5分,なし,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001225358/?vos=nhppalsa000016,5.0,1000.0,0,0,2,0,1,月,1,1,0,weekday_off,1,1,59,1
J001277592,cafe MAT MAN,今里,今里,上本町・鶴橋,34.6699995985,135.5383101999,,12.0,月～土、祝前日: 08:30～14:00,なし,お子様連れ不可,大阪ﾒﾄﾛ今里駅1出口より徒歩約9分,未確認,利用不可,禁煙席なし,https://www.hotpepper.jp/strJ001277592/?vos=nhppalsa000016,9.0,,0,0,0,0,0,なし,0,1,0,no_off,0,1,59,2
J004492453,韓カフェスタイル,桃谷,生野区,上本町・鶴橋,34.6613205297,135.5359884763,,30.0,月、木～日、祝日、祝前日: 11:00～17:00火、水: 11:00～17:00 （料理L.O. 16:30 ドリンクL.O. 16:30）,なし,お子様連れ不可,鶴橋駅より徒歩約10分,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ004492453/?vos=nhppalsa000016,10.0,,0,1,2,0,0,なし,0,0,0,no_off,0,0,59,2
J004492389,喫茶館ACS エー シー エス,新深江,今里,上本町・鶴橋,34.6691212386,135.5567827788,,30.0,火～金: 07:30～17:00 （料理L.O. 16:30 ドリンクL.O. 16:30）土、日: 08:00～17:00 （料理L.O. 16:30 ドリンクL.O. 16:30）,なし,お子様連れOK,大阪ﾒﾄﾛ千日前線新深江駅4出口より徒歩約5分,なし,利用不可,禁煙席なし,https://www.hotpepper.jp/strJ004492389/?vos=nhppalsa000016,5.0,,0,0,0,0,1,月,1,0,0,weekday_off,1,0,59,1
J000457936,喫茶ヒデ,鶴橋,鶴橋,上本町・鶴橋,34.6637113034,135.5331430885,３００～１０００円,29.0,月～水、金～日、祝日、祝前日: 06:00～18:0018:01～23:00木: 06:00～18:00,なし ：商店街の中ですのでございません,お子様連れ歓迎 ：ご了承ください,近鉄･JR･地下鉄鶴橋駅から徒歩5分,あり,利用不可,禁煙席なし,https://www.hotpepper.jp/strJ000457936/?vos=nhppalsa000016,5.0,650.0,1,0,0,0,1,なし,0,1,0,no_off,0,0,59,1
J000946903,cagi de reves,松屋町,神崎町・上町,上本町・鶴橋,34.6770712478,135.5123294571,1200円,20.0,月～金、祝前日: 10:00～19:00 （料理L.O. 19:00 ドリンクL.O. 19:00）土、日、祝日: 11:00～17:00 （料理L.O. 17:00 ドリンクL.O. 17:00）,なし ：お近くのコインパーキングをご利用ください。,お子様連れ歓迎,地下鉄｢松屋町｣2番出口より徒歩約4分,なし,利用可,全面禁煙,https://www.hotpepper.jp/strJ000946903/?vos=nhppalsa000016,4.0,1200.0,0,1,2,0,1,なし,0,1,0,no_off,0,0,59,0
J003432607,京広物産,寺田町,生野区,上本町・鶴橋,34.6460113519,135.5324604168,,9.0,月、水～日、祝日、祝前日: 11:00～21:00 （料理L.O. 20:00 ドリンクL.O. 20:30）,なし ：コインパーキングあります。7台停められます。,お子様連れ不可,JR大阪環状線寺田町駅北出口より徒歩約15分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ003432607/?vos=nhppalsa000016,15.0,,0,0,2,0,0,火,1,0,0,weekday_off,1,0,59,2
J001269411,串カツ KKOCHI コチ,鶴橋,桃谷,上本町・鶴橋,34.6618537486,135.5336669947,約110円～1990円,40.0,月～日、祝日、祝前日: 11:00～19:00 （料理L.O. 19:00 ドリンクL.O. 19:00）,なし ：近くにコインパーキング有ります。,お子様連れ歓迎 ：ベビーカーあります。,JR大阪環状線鶴橋駅西出口より徒歩約19分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001269411/?vos=nhppalsa000016,19.0,1050.0,0,0,2,0,1,なし,0,1,0,no_off,0,0,59,3
J003559629,good cafe dog cafe グッドカフェドッグカフェ,鶴橋,鶴橋,上本町・鶴橋,34.6620666145,135.5385037862,,12.0,月～水、金～日、祝日、祝前日: 11:30～15:0016:00～18:00 （料理L.O. 18:00 ドリンクL.O. 18:00）,なし,お子様連れOK,鶴橋駅より徒歩約20分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ003559629/?vos=nhppalsa000016,20.0,,0,0,2,0,1,木,1,1,0,weekday_off,1,0,59,3
J004469191,Crepe&Galette ROLMON ロルモン 谷町店,谷町六丁目,谷町・谷町六丁目,上本町・鶴橋,34.6711859352,135.517944721,,13.0,月～水、金～日、祝日、祝前日: 12:00～20:00,なし,お子様連れOK,谷町六丁目駅から481m,なし,利用可,全面禁煙,https://www.hotpepper.jp/strJ004469191/?vos=nhppalsa000016,6.0,,0,1,2,0,1,木,1,1,0,weekday_off,1,0,59,0
J001294094,sapieNs Coffee サピエンスコーヒー,鶴橋,鶴橋,上本町・鶴橋,34.6641468159,135.5334183274,,11.0,月～日: 11:00～17:00 （料理L.O. 16:30）,なし,お子様連れ不可,駅より徒歩10分,あり,利用不可,一部禁煙,https://www.hotpepper.jp/strJ001294094/?vos=nhppalsa000016,10.0,,1,0,1,0,0,なし,0,0,0,no_off,0,0,59,2
J000839575,サブウェイ SUBWAY 上本町YUFURA店,大阪上本町,上本町,上本町・鶴橋,34.6646172801,135.5198225577,500～600円,25.0,月～日、祝日、祝前日: 08:00～21:00,なし,お子様連れOK,近鉄難波線大阪上本町駅徒歩1分,なし,利用不可,一部禁煙,https://www.hotpepper.jp/strJ000839575/?vos=nhppalsa000016,1.0,550.0,0,0,1,0,1,なし,0,1,0,no_off,0,0,59,1
J001293926,SHELTER COFFEE シェルターコーヒー,鶴橋,鶴橋,上本町・鶴橋,34.6647075853,135.5334091425,,15.0,月、火、木～日、祝日、祝前日: 11:00～18:00,なし,お子様連れ歓迎,鶴橋駅から徒歩5分,なし,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001293926/?vos=nhppalsa000016,5.0,,0,0,2,0,1,水,1,0,0,weekday_off,1,0,59,1
J004421092,Ciel by Fran cafe シエル バイ フランカフェ,鶴橋,生野区,上本町・鶴橋,34.6617363184,135.5360992857,1500円～,7.0,月～日、祝日、祝前日: 11:00～18:00 （料理L.O. 17:00 ドリンクL.O. 17:00）,なし,お子様連れOK,近鉄鶴橋駅東出口より徒歩約16分,なし,利用可,全面禁煙,https://www.hotpepper.jp/strJ004421092/?vos=nhppalsa000016,16.0,1500.0,0,1,2,0,1,なし,0,0,0,no_off,0,0,59,0
J003388217,GION ジオン,北巽,生野区,上本町・鶴橋,34.6538269623,135.5490909173,,23.0,火～日、祝日、祝前日: 09:00～21:30,なし,お子様連れ不可,大阪ﾒﾄﾛ千日前線北巽駅4出口より徒歩約10分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ003388217/?vos=nhppalsa000016,10.0,,0,0,2,0,0,月,1,0,0,weekday_off,1,0,59,2
J003366195,ChocoLatta ショコラッタ,松屋町,谷町・谷町六丁目,上本町・鶴橋,34.6711958003,135.5121799478,,12.0,月～金、祝日、祝前日: 06:30～14:00土、日: 06:30～18:00,なし,お子様連れ不可,松屋町駅より約徒歩8分,なし,利用不可,全面禁煙,https://www.hotpepper.jp/strJ003366195/?vos=nhppalsa000016,8.0,,0,0,2,0,0,なし,0,0,0,no_off,0,0,59,2
J001294311,スンちゃんCAFE,桃谷,桃谷,上本町・鶴橋,34.6605358692,135.5348094395,,7.0,月、水～日、祝日、祝前日: 10:00～17:30,なし,お子様連れ不可,駅より10分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001294311/?vos=nhppalsa000016,10.0,,0,0,2,0,0,火,1,0,0,weekday_off,1,0,59,2
J001170927,錢屋カフヱー,大阪上本町,谷町九丁目,上本町・鶴橋,34.6644334628,135.5220076503,1000～2000円,18.0,火～日、祝日、祝前日: 11:30～20:30 （料理L.O. 20:00 ドリンクL.O. 20:00）,なし ：近隣のコインパーキングをご利用ください。,お子様連れ歓迎 ：ベビーカー入店可。多機能トイレにおむつ交換台を設置しております。,大阪上本町駅より徒歩5分/谷町九丁目駅より徒歩10分,なし,利用可,全面禁煙,https://www.hotpepper.jp/strJ001170927/?vos=nhppalsa000016,5.0,1500.0,0,1,2,0,1,月,1,1,0,weekday_off,1,0,59,0
J001210216,selva セルバ,小路,生野区,上本町・鶴橋,34.6616015785,135.5585906543,900円,14.0,月～土、祝日: 08:00～17:00 （料理L.O. 16:00 ドリンクL.O. 16:00）,なし ：近隣Pあります,お子様連れ歓迎,｢小路駅｣から徒歩3分｡｢布施駅｣から徒歩7分｡,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ001210216/?vos=nhppalsa000016,3.0,900.0,1,1,2,1,1,なし,0,0,0,no_off,0,1,59,0
J001262088,SOLA CAFE,北巽,生野区,上本町・鶴橋,34.6503446586,135.5524890715,,14.0,火～土、祝前日: 09:30～16:00 （料理L.O. 15:00 ドリンクL.O. 15:30）,なし,お子様連れ歓迎,大阪ﾒﾄﾛ千日前線北巽駅5出口より徒歩約7分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001262088/?vos=nhppalsa000016,7.0,,0,0,2,0,1,月,1,0,0,weekday_off,1,1,59,1
J001294018,大元 鶴橋,桃谷,鶴橋,上本町・鶴橋,34.6606472801,135.536301805,,10.0,月、木～日、祝日、祝前日: 11:00～20:00 （料理L.O. 19:30）,なし,お子様連れ不可,駅より徒歩10分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001294018/?vos=nhppalsa000016,10.0,,0,0,2,0,0,火、水,2,0,0,weekday_off,1,0,59,2
J003851549,たまごのたまこ 空堀店,谷町六丁目,谷町・谷町六丁目,上本町・鶴橋,34.6738127957,135.5152095934,1000～1500,24.0,月、土、日: 11:30～16:00 （料理L.O. 15:30 ドリンクL.O. 15:30）,あり,お子様連れ歓迎,谷町六丁目駅4出口徒歩約5分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003851549/?vos=nhppalsa000016,5.0,1250.0,1,1,2,1,1,火、水、木、金,4,1,0,weekday_off,1,0,59,0
J003433160,小っちゃな猫カフェ アフロディーテ,鶴橋,鶴橋,上本町・鶴橋,34.6645697723,135.5312168391,,10.0,月、火、木、金: 14:00～22:00 （料理L.O. 21:00 ドリンクL.O. 21:30）土、日: 12:00～22:00 （料理L.O. 21:00 ドリンクL.O. 21:30）,なし,お子様連れOK ：※猫部屋への入室について、小学生は保護者同伴となっております,近鉄鶴橋駅東出口より徒歩約2分,なし,利用不可,全面禁煙,https://www.hotpepper.jp/strJ003433160/?vos=nhppalsa000016,2.0,,0,0,2,0,1,水,1,0,0,weekday_off,1,0,59,1
J003715649,tolala とらら,鶴橋,上本町,上本町・鶴橋,34.6687908098,135.5247597611,,32.0,月～日、祝日、祝前日: 11:00～19:00,なし,お子様連れ不可,大阪ﾒﾄﾛ千日前線鶴橋駅4出口より徒歩約10分,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ003715649/?vos=nhppalsa000016,10.0,,0,1,2,0,0,なし,0,0,0,no_off,0,0,59,2
J004509566,トロイカ リビエラ,玉造,玉造,上本町・鶴橋,34.6731315893,135.5316962281,,30.0,月、木～日、祝日、祝前日: 07:30～20:00 （料理L.O. 19:30 ドリンクL.O. 19:30）,なし,お子様連れOK,JR環状線玉造駅南口より徒歩3分,なし,利用不可,全面禁煙,https://www.hotpepper.jp/strJ004509566/?vos=nhppalsa000016,3.0,,0,0,2,0,1,火、水,2,0,0,weekday_off,1,0,59,1
J004492271,猫カフェ MIHOO 美頬 鶴橋店,鶴橋,鶴橋,上本町・鶴橋,34.6624060802,135.5291165411,1501～2000,12.0,月～日、祝日、祝前日: 13:00～19:00 （料理L.O. 18:30）,なし,お子様連れOK ：小学生まで半額,鶴橋駅徒歩5分,あり,利用不可,全面禁煙,https://www.hotpepper.jp/strJ004492271/?vos=nhppalsa000016,5.0,1750.5,1,0,2,0,1,なし,0,0,0,no_off,0,0,59,1
J003297211,NOEL CAFE,今里,今里,上本町・鶴橋,34.6650631687,135.5483008819,,12.0,火～日: 09:00～18:00 （料理L.O. 17:30 ドリンクL.O. 17:30）,なし,お子様連れOK,近鉄今里(近鉄)駅出口より徒歩約3分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003297211/?vos=nhppalsa000016,3.0,,1,1,2,0,1,月,1,1,0,weekday_off,1,0,59,0
J001223911,花咲み茶,四天王寺前夕陽ケ丘,谷町・谷町六丁目,上本町・鶴橋,34.6575190697,135.5143402236,1650円～,8.0,水～金: 13:00～18:00 （料理L.O. 17:30 ドリンクL.O. 17:30）土、日: 13:00～20:30 （料理L.O. 19:30 ドリンクL.O. 19:30）,なし ：近くのコインパーキングになります,お子様連れOK,大阪ﾒﾄﾛ四天王寺前夕陽ｹ丘駅3出口より徒歩約30秒,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ001223911/?vos=nhppalsa000016,1.0,1650.0,1,1,2,0,1,月、火,2,0,0,weekday_off,1,0,59,0
J001039525,葉菜茶,桃谷,桃谷,上本町・鶴橋,34.6586265025,135.5288275283,,15.0,火～土、祝日、祝前日: 08:00～17:00 （料理L.O. 17:00 ドリンクL.O. 17:00）,なし,お子様連れ歓迎,JR大阪環状線 桃谷駅より徒歩2分｡,なし,利用可,全面禁煙,https://www.hotpepper.jp/strJ001039525/?vos=nhppalsa000016,2.0,,0,1,2,0,1,月,1,1,0,weekday_off,1,1,59,0
J001283580,HawaiianCafe Piki moana,桃谷,桃谷,上本町・鶴橋,34.6599475699,135.5334020828,,24.0,月～日、祝日、祝前日: 11:00～20:00 （料理L.O. 19:45）,あり ：3台,お子様連れ歓迎,大阪環状線から徒歩9分,あり,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001283580/?vos=nhppalsa000016,9.0,,1,0,2,1,1,なし,0,1,0,no_off,0,0,59,3
J001261956,HIPPO Hostel&Cafe Bar,鶴橋,鶴橋,上本町・鶴橋,34.664338982,135.531944561,,10.0,月～日、祝日、祝前日: 10:00～18:00 （料理L.O. 17:30）,なし,お子様連れOK,近鉄鶴橋駅東出口より徒歩約4分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ001261956/?vos=nhppalsa000016,4.0,,1,1,2,0,1,なし,0,0,0,no_off,0,0,59,0
J001293447,FIVE HOTEL OSAKA SHINE ファイブ ホテル オオサカ シャイン,鶴橋,鶴橋,上本町・鶴橋,34.6617804238,135.5336756076,,42.0,月～水、金～日、祝日、祝前日: 11:00～18:00 （料理L.O. 17:30 ドリンクL.O. 17:30）,なし ：近隣のコインパーキングをご利用下さいませ。,お子様連れ歓迎,近鉄鶴橋駅東出口より徒歩約12分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ001293447/?vos=nhppalsa000016,12.0,,1,1,2,0,1,木,1,0,0,weekday_off,1,0,59,0
J001292034,ブルーシール 大阪鶴橋店,鶴橋,鶴橋,上本町・鶴橋,34.6629583543,135.5340502569,,8.0,月、火、木～日、祝日、祝前日: 11:30～20:30水: 11:30～20:00,なし,お子様連れ不可,近鉄鶴橋駅東出口より徒歩約10分,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ001292034/?vos=nhppalsa000016,10.0,,0,1,2,0,0,なし,0,0,0,no_off,0,0,59,2
J000879188,フレッシュネスバーガー 上本町店,谷町九丁目,上本町,上本町・鶴橋,34.6656410284,135.5187734481,,51.0,月～日、祝日、祝前日: 09:00～22:00,なし,お子様連れ歓迎,大阪ﾒﾄﾛ千日前線谷町九丁目駅8出口より徒歩約2分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ000879188/?vos=nhppalsa000016,2.0,,1,1,2,0,1,なし,0,0,0,no_off,0,0,59,4
J004421402,保護犬カフェ 鶴橋店,鶴橋,鶴橋,上本町・鶴橋,34.6666706397,135.5309912319,,10.0,月～日、祝日、祝前日: 12:00～20:00,なし,お子様連れOK,鶴橋駅から徒歩5分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ004421402/?vos=nhppalsa000016,5.0,,0,0,2,0,1,なし,0,0,0,no_off,0,0,59,1
J004421416,保護猫カフェ 鶴橋店,鶴橋,鶴橋,上本町・鶴橋,34.6666706397,135.5309912319,,10.0,月～日、祝日、祝前日: 12:00～20:00,なし,お子様連れOK,鶴橋駅から徒歩5分,未確認,利用不可,全面禁煙,https://www.hotpepper.jp/strJ004421416/?vos=nhppalsa000016,5.0,,0,0,2,0,1,なし,0,0,0,no_off,0,0,59,1
J001283660,Ramailo ラマイロ,鶴橋,鶴橋,上本町・鶴橋,34.6635729846,135.5330958752,平均2500～3000円,20.0,月～金、祝日: 17:00～翌0:00 （料理L.O. 23:30 ドリンクL.O. 23:30）土、日: 14:00～翌0:00 （料理L.O. 23:30 ドリンクL.O. 23:30）,なし,お子様連れ不可,近鉄鶴橋駅東出口より徒歩約7分,あり,利用可,禁煙席なし,https://www.hotpepper.jp/strJ001283660/?vos=nhppalsa000016,7.0,2750.0,1,1,0,0,0,なし,0,0,1,no_off,0,0,59,2
J003559160,LIT and more リット アンド モア,谷町九丁目,上本町,上本町・鶴橋,34.6656410284,135.5187734481,"ランチ1,300円、ディナー2,000円",24.0,月、火、木～土: 11:30～22:00 （料理L.O. 21:00 ドリンクL.O. 21:00）日、祝日: 11:30～20:00 （料理L.O. 19:00 ドリンクL.O. 19:00）,なし,お子様連れ歓迎,"千日前線,谷町線谷町九丁目駅8出口より徒歩約2分",あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003559160/?vos=nhppalsa000016,2.0,150.5,1,1,2,0,1,水,1,1,0,weekday_off,1,0,59,0
J001128226,Lingua World Cafe,大阪上本町,谷町九丁目,上本町・鶴橋,34.6639244953,135.5161348487,【lunch】1000円【dinner】1500円,24.0,火～木: 11:00～19:00 （料理L.O. 18:00 ドリンクL.O. 18:30）金: 11:00～21:00 （料理L.O. 20:00 ドリンクL.O. 20:30）土: 10:00～21:00 （料理L.O. 20:00 ドリンクL.O. 20:30）日: 10:00～18:00 （料理L.O. 17:00 ドリンクL.O. 17:30）祝日、祝前日: 11:00～18:00 （料理L.O. 17:00 ドリンクL.O. 17:30）,なし ：※駅近なので歩いてもこれます♪近くにコインパーキングもございます。,お子様連れ歓迎 ：※キッズスペース・キッズメニューもございます♪,谷町九丁目から東へ徒歩2分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ001128226/?vos=nhppalsa000016,2.0,1250.0,1,1,2,0,1,月,1,1,0,weekday_off,1,0,59,0
J004421221,Acai rico アサイーボウル専門店,駒川中野,東住吉区,針中野･長居･西田辺･西成区･住吉,34.6249155815,135.539750773,,16.0,火～木: 13:00～18:00金: 13:00～18:0020:00～翌0:00土: 13:00～18:0020:30～翌0:00,なし,お子様連れOK,大阪ﾒﾄﾛ谷町線駒川中野駅2出口より徒歩約14分,なし,利用不可,全面禁煙,https://www.hotpepper.jp/strJ004421221/?vos=nhppalsa000016,14.0,,0,0,2,0,1,月、日,2,1,1,weekend_off,1,1,35,3
J004536998,あびこハウス,あびこ,あびこ,針中野･長居･西田辺･西成区･住吉,34.6008207138,135.511442957,"カフェ利用350円～/宴会利用3,000円～",22.0,月～土: 10:00～17:30 （料理L.O. 17:00 ドリンクL.O. 17:00）,なし ：お近くのコインパーキングをご利用下さい。,お子様連れ歓迎,大阪ﾒﾄﾛ御堂筋線あびこ駅1･2出口より徒歩約4分,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ004536998/?vos=nhppalsa000016,4.0,176.5,1,1,2,0,1,日,1,1,0,weekend_off,0,1,35,0
J001203286,eating cafe mame イーティング カフェ メイム,我孫子町,あびこ,針中野･長居･西田辺･西成区･住吉,34.603303318,135.5041168474,ランチ800円、ディナー2000円,23.0,月～土、祝日、祝前日: 11:00～22:00,なし,お子様連れOK,JR阪和線｢我孫子町｣駅徒歩5分,あり,利用不可,全面禁煙,https://www.hotpepper.jp/strJ001203286/?vos=nhppalsa000016,5.0,1400.0,1,0,2,0,1,なし,0,1,0,no_off,0,1,35,1
J001295582,IRONI art cafe bar イロニアートカフェバー,長居,長居,針中野･長居･西田辺･西成区･住吉,34.6097105822,135.5133186026,1400円～3000円,16.0,月、水、木、日: 12:00～翌0:00 （料理L.O. 23:00 ドリンクL.O. 23:00）金、土: 12:00～翌2:00 （料理L.O. 翌1:00 ドリンクL.O. 翌1:00）,なし ：近くにコインパーキング有り,お子様連れOK,大阪ﾒﾄﾛ御堂筋線長居駅5出口出てすぐ!徒歩約1分,あり,利用可,一部禁煙,https://www.hotpepper.jp/strJ001295582/?vos=nhppalsa000016,1.0,2200.0,1,1,1,0,1,火,1,1,1,weekday_off,1,0,35,0
J003916294,ETOILE エトワール,岸里玉出,西成区,針中野･長居･西田辺･西成区･住吉,34.6279235975,135.4928750526,"平均予算：2,000円程度",15.0,月、火、木～土: 11:00～17:00 （料理L.O. 16:30 ドリンクL.O. 16:30）,なし ：近隣パーキングをご利用ください。,お子様連れ歓迎,岸里玉出駅玉出口より徒歩約4分の好立地!,あり,利用可,全面禁煙,https://www.hotpepper.jp/strJ003916294/?vos=nhppalsa000016,4.0,1.0,1,1,2,0,1,水、日,2,0,0,weekend_off,1,1,35,0
J000697668,カフェオランジュ,鶴ケ丘,西田辺,針中野･長居･西田辺･西成区･住吉,34.6166798455,135.5156423295,,13.0,月～土: 11:30～15:00 （料理L.O. 14:15 ドリンクL.O. 14:15）,なし,お子様連れOK ：お子様連れの場合でも、ご利用いただく席数分のご注文をお願いしております。,JR阪和線鶴ｹ丘駅出口より徒歩約1分,未確認,利用可,全面禁煙,https://www.hotpepper.jp/strJ000697668/?vos=nhppalsa000016,1.0,,0,1,2,0,1,日,1,1,0,weekend_off,0,1,35,0
J003648388,カフェチクタク,長居,長居,針中野･長居･西田辺･西成区･住吉,34.6084489627,135.5091795632,,15.0,月、木～日: 11:30～14:3017:30～21:00,なし,お子様連れ不可,長居駅から441m,あり,利用不可,全面禁煙,https://www.hotpepper.jp/strJ003648388/?vos=nhppalsa000016,6.0,,1,0,2,0,0,火、水,2,0,0,weekday_off,1,0,35,2
